Code du département	Libellé du département	Code de la commune	Libellé de la commune	Code B.Vote	Inscrits	Abstentions	% Abs/Ins	Votants	% Vot/Ins	Blancs	% Blancs/Ins	% Blancs/Vot	Nuls	% Nuls/Ins	% Nuls/Vot	Exprimés	% Exp/Ins	% Exp/Vot	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp
ZD	La Réunion	414	Saint-Louis	7	676	289	42,75	387	57,25	5	0,74	1,29	4	0,59	1,03	378	55,92	97,67	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	7	1,04	1,85	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	97	14,35	25,66	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	77	11,39	20,37	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	8	1,18	2,12	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	13	1,92	3,44	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	106	15,68	28,04	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	2	0,3	0,53	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	2	0,3	0,53	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	66	9,76	17,46																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	8	648	289	44,6	359	55,4	3	0,46	0,84	7	1,08	1,95	349	53,86	97,21	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	1	0,15	0,29	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	106	16,36	30,37	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	80	12,35	22,92	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	2	0,31	0,57	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	17	2,62	4,87	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	97	14,97	27,79	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	9	1,39	2,58	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	7	1,08	2,01	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	30	4,63	8,6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	9	878	391	44,53	487	55,47	3	0,34	0,62	7	0,8	1,44	477	54,33	97,95	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	6	0,68	1,26	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	163	18,56	34,17	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	66	7,52	13,84	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	11	1,25	2,31	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	14	1,59	2,94	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	156	17,77	32,7	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	1	0,11	0,21	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	3	0,34	0,63	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	57	6,49	11,95																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	10	1187	541	45,58	646	54,42	14	1,18	2,17	12	1,01	1,86	620	52,23	95,98	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	9	0,76	1,45	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	212	17,86	34,19	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	121	10,19	19,52	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	12	1,01	1,94	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	17	1,43	2,74	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	172	14,49	27,74	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	8	0,67	1,29	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	3	0,25	0,48	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	66	5,56	10,65																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	11	671	320	47,69	351	52,31	4	0,6	1,14	4	0,6	1,14	343	51,12	97,72	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	4	0,6	1,17	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	94	14,01	27,41	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	97	14,46	28,28	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	10	1,49	2,92	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	16	2,38	4,66	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	92	13,71	26,82	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	7	1,04	2,04	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	9	1,34	2,62	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	14	2,09	4,08																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	12	968	435	44,94	533	55,06	8	0,83	1,5	20	2,07	3,75	505	52,17	94,75	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	5	0,52	0,99	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	191	19,73	37,82	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	77	7,95	15,25	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	3	0,31	0,59	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	14	1,45	2,77	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	184	19,01	36,44	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	3	0,31	0,59	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	9	0,93	1,78	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	19	1,96	3,76																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	13	674	273	40,5	401	59,5	7	1,04	1,75	5	0,74	1,25	389	57,72	97,01	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	11	1,63	2,83	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	150	22,26	38,56	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	49	7,27	12,6	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	1	0,15	0,26	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	7	1,04	1,8	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	139	20,62	35,73	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	5	0,74	1,29	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	15	2,23	3,86	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	12	1,78	3,08																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	14	811	340	41,92	471	58,08	7	0,86	1,49	12	1,48	2,55	452	55,73	95,97	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	5	0,62	1,11	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	197	24,29	43,58	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	72	8,88	15,93	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	4	0,49	0,88	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	21	2,59	4,65	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	116	14,3	25,66	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	7	0,86	1,55	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	10	1,23	2,21	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	20	2,47	4,42																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	15	407	182	44,72	225	55,28	2	0,49	0,89	4	0,98	1,78	219	53,81	97,33	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	1	0,25	0,46	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	104	25,55	47,49	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	19	4,67	8,68	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	2	0,49	0,91	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	9	2,21	4,11	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	73	17,94	33,33	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	2	0,49	0,91	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	5	1,23	2,28	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	4	0,98	1,83																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	16	146	76	52,05	70	47,95	2	1,37	2,86	1	0,68	1,43	67	45,89	95,71	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	1	0,68	1,49	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	24	16,44	35,82	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	10	6,85	14,93	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	0	0	0	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	2	1,37	2,99	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	24	16,44	35,82	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	0	0	0	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	2	1,37	2,99	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	4	2,74	5,97																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	17	760	329	43,29	431	56,71	3	0,39	0,7	12	1,58	2,78	416	54,74	96,52	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	14	1,84	3,37	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	101	13,29	24,28	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	131	17,24	31,49	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	7	0,92	1,68	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	19	2,5	4,57	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	99	13,03	23,8	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	2	0,26	0,48	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	8	1,05	1,92	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	35	4,61	8,41																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	18	605	243	40,17	362	59,83	2	0,33	0,55	13	2,15	3,59	347	57,36	95,86	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	5	0,83	1,44	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	105	17,36	30,26	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	71	11,74	20,46	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	0	0	0	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	16	2,64	4,61	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	120	19,83	34,58	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	1	0,17	0,29	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	8	1,32	2,31	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	21	3,47	6,05																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	19	666	254	38,14	412	61,86	4	0,6	0,97	6	0,9	1,46	402	60,36	97,57	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	3	0,45	0,75	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	104	15,62	25,87	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	114	17,12	28,36	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	1	0,15	0,25	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	21	3,15	5,22	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	102	15,32	25,37	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	2	0,3	0,5	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	24	3,6	5,97	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	31	4,65	7,71																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	20	622	244	39,23	378	60,77	4	0,64	1,06	4	0,64	1,06	370	59,49	97,88	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	5	0,8	1,35	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	107	17,2	28,92	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	102	16,4	27,57	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	2	0,32	0,54	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	7	1,13	1,89	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	122	19,61	32,97	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	3	0,48	0,81	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	11	1,77	2,97	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	11	1,77	2,97																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	21	160	43	26,88	117	73,13	0	0	0	1	0,63	0,85	116	72,5	99,15	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	0	0	0	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	48	30	41,38	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	14	8,75	12,07	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	1	0,63	0,86	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	11	6,88	9,48	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	37	23,13	31,9	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	0	0	0	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	1	0,63	0,86	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	4	2,5	3,45																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	22	718	290	40,39	428	59,61	6	0,84	1,4	8	1,11	1,87	414	57,66	96,73	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	7	0,97	1,69	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	120	16,71	28,99	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	99	13,79	23,91	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	3	0,42	0,72	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	18	2,51	4,35	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	127	17,69	30,68	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	3	0,42	0,72	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	14	1,95	3,38	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	23	3,2	5,56																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
