Code du département	Libellé du département	Code de la commune	Libellé de la commune	Code B.Vote	Inscrits	Abstentions	% Abs/Ins	Votants	% Vot/Ins	Blancs	% Blancs/Ins	% Blancs/Vot	Nuls	% Nuls/Ins	% Nuls/Vot	Exprimés	% Exp/Ins	% Exp/Vot	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp
ZD	La Réunion	414	Saint-Louis	23	761	302	39,68	459	60,32	4	0,53	0,87	6	0,79	1,31	449	59	97,82	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	18	2,37	4,01	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	152	19,97	33,85	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	116	15,24	25,84	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	4	0,53	0,89	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	15	1,97	3,34	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	119	15,64	26,5	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	4	0,53	0,89	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	1	0,13	0,22	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	20	2,63	4,45																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	24	982	403	41,04	579	58,96	8	0,81	1,38	15	1,53	2,59	556	56,62	96,03	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	9	0,92	1,62	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	148	15,07	26,62	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	145	14,77	26,08	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	7	0,71	1,26	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	24	2,44	4,32	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	165	16,8	29,68	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	5	0,51	0,9	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	7	0,71	1,26	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	46	4,68	8,27																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	25	342	125	36,55	217	63,45	1	0,29	0,46	7	2,05	3,23	209	61,11	96,31	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	8	2,34	3,83	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	43	12,57	20,57	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	75	21,93	35,89	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	4	1,17	1,91	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	9	2,63	4,31	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	51	14,91	24,4	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	3	0,88	1,44	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	3	0,88	1,44	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	13	3,8	6,22																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	26	318	118	37,11	200	62,89	3	0,94	1,5	5	1,57	2,5	192	60,38	96	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	4	1,26	2,08	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	54	16,98	28,13	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	59	18,55	30,73	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	4	1,26	2,08	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	4	1,26	2,08	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	54	16,98	28,13	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	0	0	0	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	5	1,57	2,6	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	8	2,52	4,17																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	27	353	130	36,83	223	63,17	3	0,85	1,35	4	1,13	1,79	216	61,19	96,86	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	10	2,83	4,63	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	79	22,38	36,57	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	33	9,35	15,28	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	5	1,42	2,31	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	6	1,7	2,78	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	66	18,7	30,56	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	1	0,28	0,46	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	1	0,28	0,46	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	15	4,25	6,94																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	28	385	157	40,78	228	59,22	3	0,78	1,32	4	1,04	1,75	221	57,4	96,93	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	6	1,56	2,71	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	50	12,99	22,62	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	82	21,3	37,1	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	13	3,38	5,88	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	14	3,64	6,33	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	38	9,87	17,19	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	0	0	0	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	5	1,3	2,26	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	13	3,38	5,88																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	29	827	373	45,1	454	54,9	8	0,97	1,76	8	0,97	1,76	438	52,96	96,48	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	6	0,73	1,37	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	116	14,03	26,48	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	63	7,62	14,38	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	10	1,21	2,28	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	18	2,18	4,11	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	190	22,97	43,38	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	7	0,85	1,6	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	17	2,06	3,88	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	11	1,33	2,51																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	30	350	137	39,14	213	60,86	0	0	0	6	1,71	2,82	207	59,14	97,18	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	7	2	3,38	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	84	24	40,58	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	41	11,71	19,81	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	5	1,43	2,42	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	12	3,43	5,8	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	45	12,86	21,74	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	3	0,86	1,45	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	7	2	3,38	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	3	0,86	1,45																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	31	1120	561	50,09	559	49,91	9	0,8	1,61	11	0,98	1,97	539	48,13	96,42	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	23	2,05	4,27	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	125	11,16	23,19	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	168	15	31,17	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	13	1,16	2,41	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	21	1,88	3,9	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	129	11,52	23,93	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	10	0,89	1,86	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	28	2,5	5,19	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	22	1,96	4,08																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	32	594	319	53,7	275	46,3	2	0,34	0,73	4	0,67	1,45	269	45,29	97,82	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	18	3,03	6,69	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	52	8,75	19,33	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	99	16,67	36,8	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	4	0,67	1,49	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	9	1,52	3,35	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	61	10,27	22,68	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	2	0,34	0,74	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	10	1,68	3,72	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	14	2,36	5,2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	33	754	367	48,67	387	51,33	8	1,06	2,07	7	0,93	1,81	372	49,34	96,12	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	3	0,4	0,81	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	103	13,66	27,69	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	92	12,2	24,73	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	9	1,19	2,42	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	30	3,98	8,06	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	80	10,61	21,51	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	6	0,8	1,61	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	13	1,72	3,49	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	36	4,77	9,68																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	34	696	305	43,82	391	56,18	7	1,01	1,79	14	2,01	3,58	370	53,16	94,63	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	6	0,86	1,62	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	120	17,24	32,43	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	74	10,63	20	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	5	0,72	1,35	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	30	4,31	8,11	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	90	12,93	24,32	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	4	0,57	1,08	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	4	0,57	1,08	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	37	5,32	10																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	35	780	354	45,38	426	54,62	3	0,38	0,7	6	0,77	1,41	417	53,46	97,89	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	11	1,41	2,64	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	105	13,46	25,18	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	79	10,13	18,94	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	9	1,15	2,16	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	21	2,69	5,04	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	127	16,28	30,46	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	5	0,64	1,2	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	4	0,51	0,96	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	56	7,18	13,43																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	36	441	197	44,67	244	55,33	3	0,68	1,23	4	0,91	1,64	237	53,74	97,13	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	4	0,91	1,69	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	38	8,62	16,03	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	84	19,05	35,44	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	7	1,59	2,95	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	27	6,12	11,39	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	46	10,43	19,41	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	2	0,45	0,84	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	9	2,04	3,8	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	20	4,54	8,44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	37	517	197	38,1	320	61,9	9	1,74	2,81	5	0,97	1,56	306	59,19	95,63	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	4	0,77	1,31	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	99	19,15	32,35	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	37	7,16	12,09	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	2	0,39	0,65	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	13	2,51	4,25	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	110	21,28	35,95	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	4	0,77	1,31	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	6	1,16	1,96	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	31	6	10,13																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
ZD	La Réunion	414	Saint-Louis	38	633	253	39,97	380	60,03	6	0,95	1,58	4	0,63	1,05	370	58,45	97,37	1	LCOM	M	DEJEAN	Yvan	POUR UNE VILLE MEILLEURE	13	2,05	3,51	2	LCOM	M	HOARAU	Claude Henri	ALLIANCE POUR LE DEVELOPPEMENT	89	14,06	24,05	3	LDVD	F	M'DOIHOMA	Juliana	ENSEMBLE, RÉVEILLONS NOTRE VILLE	50	7,9	13,51	4	LDVG	M	RANGAMA	Serge Arnauld	SOLUTION ACTION SERGE ARNAULD	2	0,32	0,54	5	LDVG	M	PIOT	Jean	AVEC JEAN PIOT, LE CHANGEMENT DANS LE BON SENS	22	3,48	5,95	6	LUDI	M	HAMILCARO	Cyrille	VISONS L'EXCELLENCE : ENSEMBLE, ON Y ARRIVERA !	141	22,27	38,11	7	LDIV	F	AGATHE	Sylvie	PLUS FORTS ENSEMBLE SAINT-LOUIS-LA RIVIERE	5	0,79	1,35	8	LDVC	M	ROBERT	Pierrick	MAIN DANS LA MAIN OSEZ LE CHANGEMENT	14	2,21	3,78	9	LDVG	M	RANGAMA	Philippe Dit Laïnin	"""SAINT-LOUIS / LA RIVIÈRE : TERRES D'INNOVATIONS"""	34	5,37	9,19																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
